dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,89,89,SC-L1-fixed-C,16,680,3,0.18659740802831948,0.0010775289847515523,368476160,0.9309585016525891,0.9410381058599869,0.17944977341359775,0.9963765966456064,,,,,,,,4,0.9,2,3,0.2200695296783508,0.017773655841827947,0.22976231073085887,5089.662844587001,80,1.0,0,2,logistic_fit
dry_bean_uci,dry_bean_uci,89,89,SC-SHIL-contemporary,16,680,1,0.20031976600876078,0.0009752089972607791,301850624,0.9269188395152406,0.9372213573876245,0.19143964433486235,0.9958833783160023,,,,,,,,4,0.9,1,1,0.22333817591513638,0.017746022589256293,0.23213179275497714,360.1925397000159,80,,0,1,screening_optimization
