dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,157,157,SC-L1-fixed-C,16,680,2,0.1833272859803401,0.001004090008791536,344252416,0.9239809034153507,0.9362352374732276,0.19834953398951122,0.9953273334095234,,,,,,,,4,0.9,1,2,0.20234266022380237,0.017122316845218685,0.217292782535538,5072.294233410037,80,1.0,0,1,logistic_fit
dry_bean_uci,dry_bean_uci,157,157,SC-SHIL-contemporary,16,680,2,0.20280834601726383,0.0011498499661684036,288354304,0.9217774513404333,0.9340053588356882,0.2029627368290559,0.9950880853765539,,,,,,,,4,0.9,1,2,0.20955578502428907,0.01718611265865499,0.21612626206852642,357.36902838398237,80,,0,2,screening_optimization
