phase,base_method,half_index,half_rows,fit_rows,inner_val_rows,active_edges,selected_c,fit_seconds,warning_count,warnings,dataset,scenario,data_seed,split_seed
tuning_train,l1_fixed,0,4081,4081,0,680,1.0,53.97100507497089,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,1,4085,4085,0,680,1.0,57.418676978035364,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,2,4081,4081,0,680,1.0,53.812452508020215,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,3,4085,4085,0,674,1.0,53.58569927501958,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,4,4081,4081,0,678,1.0,50.675889805017505,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,5,4085,4085,0,680,1.0,55.65262592298677,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,6,4081,4081,0,671,1.0,53.614384082029574,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,7,4085,4085,0,680,1.0,55.57825244200649,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,8,4081,4081,0,676,1.0,59.31160512700444,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,9,4085,4085,0,675,1.0,52.725685104960576,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,10,4081,4081,0,680,1.0,53.82481177500449,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,11,4085,4085,0,680,1.0,56.372179682017304,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,12,4081,4081,0,680,1.0,54.514323835028335,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,13,4085,4085,0,676,1.0,59.231380394950975,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,14,4081,4081,0,680,1.0,51.414255606010556,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,15,4085,4085,0,680,1.0,55.748253107012715,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,16,4081,4081,0,673,1.0,55.889131080999505,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,17,4085,4085,0,674,1.0,51.88031230197521,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,18,4081,4081,0,668,1.0,53.85658824897837,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,19,4085,4085,0,680,1.0,54.681860958982725,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,20,4081,4081,0,666,1.0,57.12207706301706,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,21,4085,4085,0,661,1.0,49.23164704203373,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,22,4081,4081,0,669,1.0,58.12031190301059,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,23,4085,4085,0,680,1.0,54.945308308000676,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,24,4081,4081,0,680,1.0,54.97021828300785,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,25,4085,4085,0,679,1.0,52.09874906402547,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,26,4081,4081,0,680,1.0,55.63077421498019,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,27,4085,4085,0,678,1.0,51.668187794974074,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,28,4081,4081,0,674,1.0,55.13267384300707,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,29,4085,4085,0,678,1.0,54.95406798401382,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,30,4081,4081,0,668,1.0,67.60939041699748,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,31,4085,4085,0,678,1.0,54.198183030996006,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,32,4081,4081,0,680,1.0,53.251823558995966,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,33,4085,4085,0,680,1.0,54.9176258299849,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,34,4081,4081,0,678,1.0,59.567900975001976,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,35,4085,4085,0,679,1.0,51.90826246194774,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,36,4081,4081,0,672,1.0,52.16621368500637,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,37,4085,4085,0,677,1.0,55.79096663498785,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,38,4081,4081,0,674,1.0,65.43806663004216,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,l1_fixed,39,4085,4085,0,679,1.0,52.55903882998973,0,,dry_bean_uci,dry_bean_uci,157,157
final_development,l1_fixed,0,5443,5443,0,680,1.0,73.1571428150055,0,,dry_bean_uci,dry_bean_uci,157,157
final_development,l1_fixed,1,5445,5445,0,680,1.0,67.57439183595125,0,,dry_bean_uci,dry_bean_uci,157,157
final_development,l1_fixed,2,5443,5443,0,673,1.0,65.44413608300965,0,,dry_bean_uci,dry_bean_uci,157,157
final_development,l1_fixed,3,5445,5445,0,677,1.0,71.50272036099341,0,,dry_bean_uci,dry_bean_uci,157,157
final_development,l1_fixed,4,5443,5443,0,678,1.0,64.08986117399763,0,,dry_bean_uci,dry_bean_uci,157,157
final_development,l1_fixed,5,5445,5445,0,673,1.0,77.41946189798182,0,,dry_bean_uci,dry_bean_uci,157,157
