dataset,scenario,data_seed,split_seed,model,rank,edge,order,is_true_edge
dry_bean_uci,dry_bean_uci,181,181,L1-full,1,9-10,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,2,10-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,3,3-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,4,9-10-15,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,5,1-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,6,9-10-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,7,7-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,8,12-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,9,12-13,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,10,4-11-14,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,11,2-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,12,9-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,13,6-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,14,0-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,15,10-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,16,13-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,17,3-10,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,18,3-7-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,19,4-5-11,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,20,1-9-10,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,21,1-3-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,22,4-5-14,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,23,5-11-14,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,24,3-9-10,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,25,1-10,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,26,1-3,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,27,5-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,28,14-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,29,1-7-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,30,11-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,31,3-7,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,32,7-10,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,33,10-13,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,34,5-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,35,1-7,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,36,12-14,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,37,1-10-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,38,4-15,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,39,7-9-10,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,40,2-7-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,41,9-10-13,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,42,9-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,43,11-12,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,44,2-3,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,45,1-2-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,46,9-10-14,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,47,4-9-15,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,48,8-10,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,49,3-6,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,50,3-10-12,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,51,0-3,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,52,9-10-11,3,
dry_bean_uci,dry_bean_uci,181,181,L1-full,53,3-13,2,
dry_bean_uci,dry_bean_uci,181,181,L1-full,54,4-11-13,3,
