dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,101,101,SC-L1-fixed-C,16,680,2,0.21023721498204395,0.0010346489725634456,344064000,0.9261843554902681,0.9369201771162003,0.2057977196157119,0.9952966943542683,,,,,,,,4,0.9,1,2,0.21052313871627804,0.012698621389500897,0.21185831235807984,5056.764940991008,80,1.0,0,1,logistic_fit
dry_bean_uci,dry_bean_uci,101,101,SC-SHIL-contemporary,16,680,2,0.2056195720215328,0.0010848499950952828,301178880,0.9236136614028645,0.9349707382659285,0.21277308767378106,0.9950293548440129,,,,,,,,4,0.8,2,2,0.21164790805382125,0.012556327245070342,0.2124997630372825,363.11849935801,80,,0,2,screening_optimization
