phase,base_method,half_index,half_rows,fit_rows,inner_val_rows,active_edges,selected_c,fit_seconds,warning_count,warnings,dataset,scenario,data_seed,split_seed
tuning_train,shil,0,4081,3264,817,680,,3.9211307279765606,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,1,4085,3268,817,680,,3.472870842088014,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,2,4081,3264,817,680,,3.9754169140942395,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,3,4085,3268,817,680,,3.9318168996833265,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,4,4081,3264,817,680,,3.931308776140213,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,5,4085,3268,817,680,,3.115699376910925,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,6,4081,3264,817,680,,3.9275162229314446,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,7,4085,3268,817,680,,3.948521082755178,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,8,4081,3264,817,680,,3.8582514291629195,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,9,4085,3268,817,680,,3.9380599139258265,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,10,4081,3264,817,680,,3.933895317837596,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,11,4085,3268,817,680,,3.671244983561337,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,12,4081,3264,817,680,,3.917800220195204,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,13,4085,3268,817,680,,3.9230956262908876,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,14,4081,3264,817,680,,3.9054107540287077,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,15,4085,3268,817,680,,3.921561973169446,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,16,4081,3264,817,680,,3.928634913172573,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,17,4085,3268,817,680,,3.975731037091464,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,18,4081,3264,817,680,,3.9168465323746204,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,19,4085,3268,817,680,,3.933695797342807,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,20,4081,3264,817,680,,3.933184552937746,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,21,4085,3268,817,680,,3.93469016533345,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,22,4081,3264,817,680,,3.9130900599993765,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,23,4085,3268,817,680,,3.9142873100936413,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,24,4081,3264,817,680,,3.917741139885038,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,25,4085,3268,817,680,,3.9571814788505435,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,26,4081,3264,817,680,,3.9763147230260074,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,27,4085,3268,817,680,,3.9279603073373437,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,28,4081,3264,817,680,,3.936623062007129,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,29,4085,3268,817,680,,3.9624754432588816,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,30,4081,3264,817,680,,3.9155236799269915,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,31,4085,3268,817,680,,3.918984870892018,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,32,4081,3264,817,680,,4.1096315062604845,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,33,4085,3268,817,680,,3.9509793049655855,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,34,4081,3264,817,680,,3.92572960909456,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,35,4085,3268,817,680,,3.9539045696146786,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,36,4081,3264,817,680,,3.93534205108881,0,,dry_bean_uci,dry_bean_uci,157,157
tuning_train,shil,37,4085,3268,817,680,,3.943351839669049,0,,dry_bean_uci,dry_bean_uci,157,157
