dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,37,37,SC-L1-fixed-C,16,680,2,0.19910072698257864,0.001007968035992235,343830528,0.9269188395152406,0.938025241226723,0.2136732825371405,0.9949238747075003,,,,,,,,4,0.9,1,2,0.18124360737361758,0.010847912591989629,0.19134961589709987,5005.187275314995,80,1.0,0,1,logistic_fit
dry_bean_uci,dry_bean_uci,37,37,SC-SHIL-contemporary,16,680,2,0.2052638179739006,0.001010128005873412,301518848,0.9239809034153507,0.9368966376663804,0.21648094884116412,0.994695170562807,,,,,,,,4,0.9,2,2,0.18680431531259648,0.01138555019508115,0.19214003811029431,338.8218270110083,80,,0,2,screening_optimization
