dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,181,181,SC-L1-fixed-C,16,680,1,0.19164803402964026,0.0009871689835563302,368279552,0.922879177377892,0.9327938145234829,0.24287786853930185,0.9939862459731434,,,,,,,,4,0.9,2,1,0.2056499184968039,0.013109792319718247,0.21875971081652212,4847.692851107975,80,1.0,0,2,logistic_fit
dry_bean_uci,dry_bean_uci,181,181,SC-SHIL-contemporary,16,680,2,0.18414444802328944,0.0009964490309357643,301645824,0.9225119353654058,0.9325403957608714,0.24671595960802872,0.9935708620396912,,,,,,,,4,0.9,1,2,0.21194508196282602,0.013301473465457183,0.21486958916831264,339.73117429495323,80,,0,1,screening_optimization
