phase,base_method,half_index,half_rows,fit_rows,inner_val_rows,active_edges,selected_c,fit_seconds,warning_count,warnings,dataset,scenario,data_seed,split_seed
tuning_train,l1_fixed,0,4081,4081,0,680,1.0,53.387892582977656,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,1,4085,4085,0,680,1.0,52.29889166401699,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,2,4081,4081,0,671,1.0,53.01361285697203,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,3,4085,4085,0,680,1.0,50.782492038968485,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,4,4081,4081,0,680,1.0,53.88400948699564,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,5,4085,4085,0,680,1.0,51.27341837401036,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,6,4081,4081,0,678,1.0,52.91582503000973,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,7,4085,4085,0,676,1.0,51.45481047796784,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,8,4081,4081,0,674,1.0,51.32223105896264,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,9,4085,4085,0,673,1.0,51.904701280000154,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,10,4081,4081,0,680,1.0,54.626221734972205,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,11,4085,4085,0,675,1.0,52.818524351052474,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,12,4081,4081,0,680,1.0,54.92760574101703,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,13,4085,4085,0,678,1.0,51.36571109801298,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,14,4081,4081,0,678,1.0,51.927170033042785,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,15,4085,4085,0,679,1.0,49.924850334005896,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,16,4081,4081,0,680,1.0,53.21073500701459,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,17,4085,4085,0,671,1.0,51.76671426102985,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,18,4081,4081,0,680,1.0,50.95309132995317,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,19,4085,4085,0,678,1.0,52.73717132903403,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,20,4081,4081,0,680,1.0,53.45486342802178,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,21,4085,4085,0,668,1.0,51.01800674700644,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,22,4081,4081,0,680,1.0,54.353174021001905,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,23,4085,4085,0,680,1.0,54.83665634598583,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,24,4081,4081,0,674,1.0,57.49743326200405,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,25,4085,4085,0,679,1.0,53.125436305999756,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,26,4081,4081,0,680,1.0,49.74330112099415,0,,dry_bean_uci,dry_bean_uci,181,181
tuning_train,l1_fixed,27,4085,4085,0,679,1.0,55.49581567698624,0,,dry_bean_uci,dry_bean_uci,181,181
