dataset,scenario,data_seed,split_seed,model,rank,edge,order,is_true_edge
dry_bean_uci,dry_bean_uci,23,23,L1-full,1,9-10,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,2,3-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,3,10-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,4,1-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,5,7-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,6,9-10-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,7,12-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,8,12-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,9,2-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,10,10-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,11,9-10-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,12,4-11-14,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,13,6-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,14,0-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,15,9-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,16,3-7-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,17,1-3-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,18,4-5-11,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,19,4-5-14,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,20,1-10,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,21,3-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,22,1-3,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,23,5-11-14,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,24,1-7-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,25,3-10,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,26,13-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,27,3-7,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,28,5-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,29,1-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,30,10-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,31,14-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,32,9-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,33,11-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,34,1-7,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,35,2-7-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,36,9-10-13,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,37,7-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,38,2-3,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,39,3-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,40,12-14,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,41,7-10,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,42,1-2-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,43,5-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,44,1-10-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,45,3-6,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,46,0-3,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,47,2-3-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,48,8-10,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,49,11-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,50,3-6-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,51,0-3-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,52,5-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,53,9-10-14,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,54,11-14-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,55,1-2,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,56,7-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,57,4-11-13,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,58,1-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,59,4-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,60,9-10-11,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,61,1-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,62,1-6,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,63,3-10-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,64,0-1,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,65,7-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,66,2-7,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,67,4-13-14,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,68,4-11-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,69,9-12-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,70,4-14-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,71,3-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,72,2-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,73,0-7-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,74,6-7-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,75,4-9-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,76,1-6-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,77,0-1-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,78,5-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,79,0-6,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,80,6-7,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,81,2-15,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,82,0-7,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,83,1-3-7,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,84,4-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,85,11-13-14,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,86,1-2-7,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,87,4-12,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,88,0-3-6,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,89,0-6-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,90,1-3-6,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,91,12-13-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,92,2-13,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,93,0-1-3,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,94,4-11,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,95,2-10,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,96,11-14,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,97,4-14,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,98,2-6-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,99,0-2-12,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,100,13-14-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,101,1-3-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,102,2-3-7,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,103,5-14-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,104,4-10-11,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,105,2-6,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,106,5-11-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,107,0-2,2,
dry_bean_uci,dry_bean_uci,23,23,L1-full,108,1-2-3,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,109,6-9-10,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,110,0-1-6,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,111,11-13-15,3,
dry_bean_uci,dry_bean_uci,23,23,L1-full,112,0-9-10,3,
