dataset,scenario,data_seed,split_seed,model,rank,edge,order,is_true_edge
dry_bean_uci,dry_bean_uci,131,131,L1-full,1,9-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,2,3-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,3,10-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,4,1-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,5,7-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,6,9-10-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,7,12-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,8,9-10-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,9,12-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,10,2-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,11,4-11-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,12,6-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,13,0-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,14,9-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,15,10-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,16,3-7-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,17,13-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,18,1-3-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,19,4-5-11,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,20,1-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,21,10-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,22,4-5-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,23,5-11-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,24,1-3,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,25,3-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,26,1-7-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,27,5-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,28,1-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,29,14-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,30,8-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,31,3-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,32,3-7,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,33,11-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,34,1-7,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,35,9-10-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,36,5-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,37,2-7-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,38,12-14,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,39,7-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,40,4-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,41,7-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,42,9-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,43,2-3,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,44,11-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,45,3-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,46,1-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,47,3-6,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,48,1-2-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,49,0-3,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,50,2-3-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,51,1-10-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,52,7-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,53,4-11-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,54,0-3-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,55,3-6-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,56,1-2,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,57,9-10-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,58,1-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,59,1-6,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,60,2-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,61,0-1,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,62,4-13-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,63,9-10-11,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,64,7-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,65,2-7,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,66,3-10-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,67,4-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,68,3-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,69,5-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,70,5-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,71,0-6,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,72,0-7-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,73,6-7-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,74,2-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,75,4-9-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,76,11-13-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,77,6-7,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,78,0-7,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,79,4-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,80,1-6-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,81,0-1-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,82,1-3-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,83,9-12-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,84,2-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,85,1-2-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,86,11-14,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,87,12-13-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,88,9-14-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,89,4-11,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,90,2-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,91,9-11-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,92,4-14,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,93,4-11-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,94,11-14-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,95,6-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,96,0-2-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,97,2-6-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,98,0-9-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,99,2-6,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,100,9-13-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,101,0-2,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,102,4-14-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,103,2-3-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,104,3-5,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,105,1-3-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,106,0-6-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,107,1-2-3,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,108,5-9-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,109,0-6-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,110,6-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,111,1-3-6,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,112,0-1-3,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,113,13-14,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,114,0-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,115,7-10-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,116,0-1-6,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,117,5-14,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,118,0-3-6,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,119,5-11,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,120,4-5-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,121,6-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,122,8-12,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,123,1-6-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,124,0-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,125,4-9-11,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,126,0-1-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,127,1-2-6,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,128,0-1-2,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,129,1-7-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,130,5-12-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,131,5-7,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,132,3-6-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,133,11-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,134,4-5,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,135,0-3-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,136,3-9-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,137,0-2-6,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,138,2-3-6,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,139,0-2-3,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,140,5-11-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,141,2-6-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,142,0-2-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,143,5-13-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,144,1-5,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,145,5-12-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,146,11-12-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,147,3-6-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,148,0-3-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,149,4-9-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,150,5-11-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,151,0-6-7,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,152,1-2-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,153,2-5,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,154,10-12-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,155,7-12-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,156,3-14,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,157,4-10-11,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,158,5-10,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,159,1-6-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,160,0-1-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,161,4-10-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,162,10-11-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,163,13-14-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,164,4-11-12,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,165,0-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,166,6-15,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,167,11-13-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,168,4-12-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,169,3-11,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,170,2-6-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,171,0-2-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,172,3-4,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,173,5-14-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,174,6-7-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,175,0-7-13,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,176,2-12-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,177,4-13,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,178,5-11-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,179,3-7-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,180,1-6-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,181,5-6,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,182,0-5,2,
dry_bean_uci,dry_bean_uci,131,131,L1-full,183,5-13-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,184,12-13-14,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,185,1-9-15,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,186,0-1-10,3,
dry_bean_uci,dry_bean_uci,131,131,L1-full,187,4-5-9,3,
