phase,base_method,half_index,half_rows,fit_rows,inner_val_rows,active_edges,selected_c,fit_seconds,warning_count,warnings,dataset,scenario,data_seed,split_seed
tuning_train,shil,0,4081,3264,817,680,,3.9870572141371667,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,1,4085,3268,817,680,,4.001247495878488,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,2,4081,3264,817,680,,4.011010459624231,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,3,4085,3268,817,680,,3.9745824271813035,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,4,4081,3264,817,680,,3.9836319843307137,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,5,4085,3268,817,680,,4.007694912143052,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,6,4081,3264,817,680,,3.985865203663707,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,7,4085,3268,817,680,,3.3559403577819467,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,8,4081,3264,817,680,,3.974416666198522,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,9,4085,3268,817,680,,3.967773928772658,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,10,4081,3264,817,680,,3.153736343141645,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,11,4085,3268,817,680,,4.002424785867333,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,12,4081,3264,817,680,,3.980991921853274,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,13,4085,3268,817,680,,3.9716880824416876,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,14,4081,3264,817,680,,3.9694754630327225,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,15,4085,3268,817,680,,3.9939093133434653,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,16,4081,3264,817,680,,3.9957311688922346,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,17,4085,3268,817,680,,4.010889339260757,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,18,4081,3264,817,680,,3.974305225070566,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,19,4085,3268,817,680,,4.009257524739951,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,20,4081,3264,817,680,,4.015150816179812,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,21,4085,3268,817,680,,3.9364165398292243,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,22,4081,3264,817,680,,3.967982650734484,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,23,4085,3268,817,680,,3.992186538875103,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,24,4081,3264,817,680,,3.991986697074026,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,25,4085,3268,817,680,,3.991381292231381,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,26,4081,3264,817,680,,4.068052428774536,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,27,4085,3268,817,680,,3.990739966277033,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,28,4081,3264,817,680,,3.997450463939458,0,,dry_bean_uci,dry_bean_uci,131,131
tuning_train,shil,29,4085,3268,817,680,,4.0153642180375755,0,,dry_bean_uci,dry_bean_uci,131,131
