dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,71,71,SC-L1-fixed-C,16,680,2,0.17912186298053712,0.0009728490258567035,344055808,0.9320602276900477,0.9438740473338515,0.18575455447510023,0.9961360253955472,,,,,,,,4,0.9,2,2,0.2110518846456989,0.011751235334933193,0.21747263128685893,5201.144320719992,80,1.0,0,1,logistic_fit
dry_bean_uci,dry_bean_uci,71,71,SC-SHIL-contemporary,16,680,2,0.20819359296001494,0.0009872490190900862,302141440,0.9287550495776716,0.941440856076668,0.19405870036582318,0.9957378988858464,,,,,,,,4,0.9,1,2,0.21886989407611404,0.01165458078245417,0.21952809093309888,342.617130261031,80,,0,2,screening_optimization
