dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,11,11,SC-L1-fixed-C,16,680,3,0.19777825998608023,0.0010769289801828563,343404544,0.9206757253029747,0.9365286732202295,0.21805121264548755,0.9941971157948003,,,,,,,,4,0.9,3,3,0.2129095724507422,0.012366249660991827,0.22298359965983233,5463.448226612993,80,1.0,0,1,logistic_fit
dry_bean_uci,dry_bean_uci,11,11,SC-SHIL-contemporary,16,680,2,0.21000488195568323,0.0009888880304060876,301465600,0.919573999265516,0.9358063228048813,0.22292757070713756,0.9939154440040464,,,,,,,,4,0.9,2,2,0.21731606425156447,0.01228552076047995,0.22709215748254608,334.42308601900004,80,,0,2,screening_optimization
