scenario,model,runs,candidate_edges,pairwise_jaccard_mean,pairwise_jaccard_sd,pairwise_jaccard_min,pairwise_jaccard_max,nogueira_stability
dry_bean_uci,L1-full,10,680,0.9372887491458286,0.028671463712846235,0.8941176470588236,1.0,0.4701353972369985
dry_bean_uci,L1-match,10,680,0.5232323232323232,0.32402479759252895,0.09090909090909091,1.0,0.5218406322954461
dry_bean_uci,L1-top8,10,680,0.7896296296296296,0.14813467952244205,0.6,1.0,0.8735119047619048
dry_bean_uci,SC-L1,10,680,0.5962962962962963,0.25682327200144145,0.25,1.0,0.718708023767767
dry_bean_uci,SC-SHIL,10,680,0.7454545454545455,0.3459544013069083,0.09090909090909091,1.0,0.6413804742215846
dry_bean_uci,SHIL-k8,10,680,0.6606060606060606,0.12527622039561512,0.45454545454545453,1.0,0.7863756613756614
