scenario,model,n,support_f1_mean,support_f1_sd,false_inclusions_mean,support_size_mean,log_loss_mean,log_loss_sd,macro_f1_mean,runtime_mean,peak_rss_mean
dry_bean_uci,L1-full,10,,,,638.1,0.2055596056414922,0.0249540770872854,0.9378943473936558,591.1345236462075,275140198.4
dry_bean_uci,L1-match,10,,,,2.8,0.20531601828445134,0.018826836858496745,0.9375014315456813,591.1345236462075,219595980.8
dry_bean_uci,L1-top8,10,,,,8.0,0.20348797558258275,0.019247005924932937,0.938320103194652,591.1345236462075,219595980.8
dry_bean_uci,SC-L1,10,,,,2.1,0.20530300535522072,0.019334127696288752,0.9377644021255083,23684.03941964912,363103436.8
dry_bean_uci,SC-SHIL,10,,,,2.8,0.21001134968608187,0.01861843651372768,0.9361299115780707,364.42028251364826,302172979.2
dry_bean_uci,SHIL-k8,10,,,,8.0,0.20541701813539776,0.019312490225277996,0.9373823766337889,10.020746296038851,219595980.8
