phase,base_method,half_index,half_rows,fit_rows,inner_val_rows,active_edges,selected_c,fit_seconds,warning_count,warnings,dataset,scenario,data_seed,split_seed
tuning_train,shil,0,4081,3264,817,680,,4.016521834768355,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,1,4085,3268,817,680,,3.998186395969242,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,2,4081,3264,817,680,,3.9876035037450492,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,3,4085,3268,817,680,,3.9958761357702315,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,4,4081,3264,817,680,,3.9878013068810105,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,5,4085,3268,817,680,,3.9787473478354514,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,6,4081,3264,817,680,,4.04470831900835,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,7,4085,3268,817,680,,3.9874033420346677,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,8,4081,3264,817,680,,3.957035201136023,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,9,4085,3268,817,680,,3.975602241232991,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,10,4081,3264,817,680,,3.9874261831864715,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,11,4085,3268,817,680,,3.977660578675568,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,12,4081,3264,817,680,,4.137380759231746,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,13,4085,3268,817,680,,1.893353724386543,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,14,4081,3264,817,680,,3.9698878307826817,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,15,4085,3268,817,680,,3.9923521862365305,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,16,4081,3264,817,680,,3.443311719689518,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,17,4085,3268,817,680,,3.958656735252589,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,18,4081,3264,817,680,,3.958592693787068,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,19,4085,3268,817,680,,3.968301698099822,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,20,4081,3264,817,680,,3.996718542650342,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,21,4085,3268,817,680,,2.5522607788443565,0,,dry_bean_uci,dry_bean_uci,71,71
tuning_train,shil,22,4081,3264,817,680,,4.006075025070459,0,,dry_bean_uci,dry_bean_uci,71,71
