dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,23,23,SC-L1-fixed-C,16,680,2,0.16568540397565812,0.0010491280118003488,348069888,0.9170033051781123,0.9321585535682991,0.22287713461274006,0.9943469437798208,,,,,,,,4,0.9,1,2,0.20079494918938742,0.011633098528272413,0.20786103433327094,5172.274762399029,80,1.0,0,2,logistic_fit
dry_bean_uci,dry_bean_uci,23,23,SC-SHIL-contemporary,16,680,2,0.2173783880425617,0.0010185290011577308,287739904,0.914799853103195,0.9310604313175188,0.22745611766202034,0.9940199094057541,,,,,,,,4,0.9,1,2,0.20714429745933857,0.011897934389929636,0.20825338464805396,342.7015791889862,80,,0,1,screening_optimization
