dataset,scenario,data_seed,split_seed,model,rank,edge,order,is_true_edge
dry_bean_uci,dry_bean_uci,37,37,L1-full,1,9-10,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,2,3-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,3,10-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,4,1-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,5,7-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,6,9-10-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,7,12-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,8,12-13,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,9,2-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,10,10-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,11,9-10-15,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,12,6-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,13,0-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,14,9-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,15,4-11-14,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,16,3-7-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,17,1-3-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,18,3-10,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,19,13-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,20,4-5-11,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,21,3-9-10,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,22,1-3,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,23,4-5-14,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,24,1-10,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,25,1-7-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,26,5-11-14,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,27,1-9-10,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,28,3-7,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,29,9-10-13,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,30,5-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,31,9-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,32,2-7-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,33,1-7,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,34,7-9-10,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,35,10-13,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,36,14-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,37,7-10,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,38,11-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,39,8-10,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,40,9-10-14,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,41,1-2-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,42,2-3,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,43,1-10-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,44,3-13,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,45,5-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,46,1-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,47,9-10-11,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,48,2-3-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,49,12-14,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,50,3-10-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,51,5-9-10,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,52,3-6,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,53,0-3,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,54,7-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,55,3-6-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,56,0-3-12,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,57,11-12,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,58,4-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,59,1-2,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,60,3-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,61,4-9-10,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,62,1-6,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,63,0-1,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,64,4-11-13,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,65,9-12-15,3,
dry_bean_uci,dry_bean_uci,37,37,L1-full,66,1-13,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,67,5-13,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,68,2-15,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,69,2-7,2,
dry_bean_uci,dry_bean_uci,37,37,L1-full,70,2-9-10,3,
