dataset,model,seed,rank,edge_indices,edge_names,order,is_true_edge,coefficient_norm
small_n_pair,l1_pair_triple_full,11,84,2-11-12,x2 x x11 x x12,3,False,0.03213141231312028
small_n_pair,l1_pair_triple_full,11,85,1-4,x1 x x4,2,False,0.031622494555231875
small_n_pair,l1_pair_triple_full,11,86,4-7-15,x4 x x7 x x15,3,False,0.03157456597270301
small_n_pair,l1_pair_triple_full,11,87,3-6-15,x3 x x6 x x15,3,False,0.03062787084771456
small_n_pair,l1_pair_triple_full,11,88,1-10-13,x1 x x10 x x13,3,False,0.029832320991489317
small_n_pair,l1_pair_triple_full,11,89,1-6-12,x1 x x6 x x12,3,False,0.028228800140799648
small_n_pair,l1_pair_triple_full,11,90,4-7-14,x4 x x7 x x14,3,False,0.02686594900445582
small_n_pair,l1_pair_triple_full,11,91,6-13-15,x6 x x13 x x15,3,False,0.026791896294050474
small_n_pair,l1_pair_triple_full,11,92,0-5-8,x0 x x5 x x8,3,False,0.026747282798262825
small_n_pair,l1_pair_triple_full,11,93,7-15,x7 x x15,2,False,0.026356182622300155
small_n_pair,l1_pair_triple_full,11,94,0-6-14,x0 x x6 x x14,3,False,0.025507092876792987
small_n_pair,l1_pair_triple_full,11,95,4-13-14,x4 x x13 x x14,3,False,0.024220458090252785
small_n_pair,l1_pair_triple_full,11,96,9-10,x9 x x10,2,False,0.023101332891783042
small_n_pair,l1_pair_triple_full,11,97,4-5-10,x4 x x5 x x10,3,False,0.022951341436768045
small_n_pair,l1_pair_triple_full,11,98,3-4,x3 x x4,2,False,0.022828202021523605
small_n_pair,l1_pair_triple_full,11,99,7-8-10,x7 x x8 x x10,3,False,0.02253351104593754
small_n_pair,l1_pair_triple_full,11,100,3-7,x3 x x7,2,False,0.0219646817296056
small_n_pair,shil_pair_triple_k8,11,1,0-1,x0 x x1,2,True,
small_n_pair,shil_pair_triple_k8,11,2,4-5,x4 x x5,2,True,
small_n_pair,shil_pair_triple_k8,11,3,2-3,x2 x x3,2,True,
small_n_pair,shil_pair_triple_k8,11,4,3-9-14,x3 x x9 x x14,3,False,
small_n_pair,shil_pair_triple_k8,11,5,0-2-15,x0 x x2 x x15,3,False,
small_n_pair,shil_pair_triple_k8,11,6,7-11-13,x7 x x11 x x13,3,False,
small_n_pair,shil_pair_triple_k8,11,7,0-5-6,x0 x x5 x x6,3,False,
small_n_pair,shil_pair_triple_k8,11,8,2-7-9,x2 x x7 x x9,3,False,
small_n_pair,l1_pair_triple_full,23,1,0-1,x0 x x1,2,True,3.7281646531028074
small_n_pair,l1_pair_triple_full,23,2,2-3,x2 x x3,2,True,3.4919741710384278
small_n_pair,l1_pair_triple_full,23,3,4-5,x4 x x5,2,True,3.084399004011916
small_n_pair,l1_pair_triple_full,23,4,0-3-11,x0 x x3 x x11,3,False,0.40677537810586206
small_n_pair,l1_pair_triple_full,23,5,1-6-10,x1 x x6 x x10,3,False,0.31088108331295244
small_n_pair,l1_pair_triple_full,23,6,0-5-14,x0 x x5 x x14,3,False,0.3065974985328071
small_n_pair,l1_pair_triple_full,23,7,1-4-5,x1 x x4 x x5,3,False,0.23744567303558384
small_n_pair,l1_pair_triple_full,23,8,9-14-15,x9 x x14 x x15,3,False,0.22841137161144145
small_n_pair,l1_pair_triple_full,23,9,3-5-14,x3 x x5 x x14,3,False,0.2257634192222207
small_n_pair,l1_pair_triple_full,23,10,1-8-14,x1 x x8 x x14,3,False,0.2023493628481308
small_n_pair,l1_pair_triple_full,23,11,0-10-13,x0 x x10 x x13,3,False,0.19887051782462364
small_n_pair,l1_pair_triple_full,23,12,4-5-11,x4 x x5 x x11,3,False,0.1901503234800476
small_n_pair,l1_pair_triple_full,23,13,1-15,x1 x x15,2,False,0.18920914550867896
small_n_pair,l1_pair_triple_full,23,14,7-8-12,x7 x x8 x x12,3,False,0.18631982662458751
small_n_pair,l1_pair_triple_full,23,15,10-15,x10 x x15,2,False,0.17496568031330048
small_n_pair,l1_pair_triple_full,23,16,6-10-14,x6 x x10 x x14,3,False,0.168263046804122
small_n_pair,l1_pair_triple_full,23,17,10-12-13,x10 x x12 x x13,3,False,0.1628919631016077
small_n_pair,l1_pair_triple_full,23,18,12-13,x12 x x13,2,False,0.15038927563079452
small_n_pair,l1_pair_triple_full,23,19,0-7-9,x0 x x7 x x9,3,False,0.14854704265974938
small_n_pair,l1_pair_triple_full,23,20,9-10-15,x9 x x10 x x15,3,False,0.14516840284639143
small_n_pair,l1_pair_triple_full,23,21,1-6,x1 x x6,2,False,0.14329189713843546
small_n_pair,l1_pair_triple_full,23,22,9-12,x9 x x12,2,False,0.13822612690332756
small_n_pair,l1_pair_triple_full,23,23,1-6-9,x1 x x6 x x9,3,False,0.1288033298562792
small_n_pair,l1_pair_triple_full,23,24,5-6,x5 x x6,2,False,0.1224748331924109
small_n_pair,l1_pair_triple_full,23,25,11-13-14,x11 x x13 x x14,3,False,0.12244831269699169
small_n_pair,l1_pair_triple_full,23,26,1-3-12,x1 x x3 x x12,3,False,0.12071335896572451
small_n_pair,l1_pair_triple_full,23,27,7-10-11,x7 x x10 x x11,3,False,0.1175311445720361
small_n_pair,l1_pair_triple_full,23,28,0-11-13,x0 x x11 x x13,3,False,0.11247138344558592
small_n_pair,l1_pair_triple_full,23,29,0-6-11,x0 x x6 x x11,3,False,0.10770751073136017
small_n_pair,l1_pair_triple_full,23,30,4-13-14,x4 x x13 x x14,3,False,0.10259239698309736
small_n_pair,l1_pair_triple_full,23,31,7-8-14,x7 x x8 x x14,3,False,0.09974551866036922
small_n_pair,l1_pair_triple_full,23,32,0-4,x0 x x4,2,False,0.09968563727509937
small_n_pair,l1_pair_triple_full,23,33,9-14,x9 x x14,2,False,0.09871501101750124
small_n_pair,l1_pair_triple_full,23,34,8-14-15,x8 x x14 x x15,3,False,0.09850305302351038
small_n_pair,l1_pair_triple_full,23,35,4-7,x4 x x7,2,False,0.09830983341289053
small_n_pair,l1_pair_triple_full,23,36,6-8-11,x6 x x8 x x11,3,False,0.09525903928933224
small_n_pair,l1_pair_triple_full,23,37,1-7,x1 x x7,2,False,0.09480595365834
small_n_pair,l1_pair_triple_full,23,38,2-5-8,x2 x x5 x x8,3,False,0.09379061801740918
small_n_pair,l1_pair_triple_full,23,39,7-15,x7 x x15,2,False,0.09248181094435393
small_n_pair,l1_pair_triple_full,23,40,8-13-15,x8 x x13 x x15,3,False,0.09092162222865009
small_n_pair,l1_pair_triple_full,23,41,8-10,x8 x x10,2,False,0.0905416237696415
small_n_pair,l1_pair_triple_full,23,42,1-9,x1 x x9,2,False,0.08991535826475194
small_n_pair,l1_pair_triple_full,23,43,2-4-7,x2 x x4 x x7,3,False,0.08793455527771281
small_n_pair,l1_pair_triple_full,23,44,8-13-14,x8 x x13 x x14,3,False,0.08629781958771465
small_n_pair,l1_pair_triple_full,23,45,6-8-14,x6 x x8 x x14,3,False,0.08114817692140225
small_n_pair,l1_pair_triple_full,23,46,9-11-12,x9 x x11 x x12,3,False,0.08004090596734642
small_n_pair,l1_pair_triple_full,23,47,0-2-4,x0 x x2 x x4,3,False,0.0765163081099486
small_n_pair,l1_pair_triple_full,23,48,3-4,x3 x x4,2,False,0.07564761772164774
small_n_pair,l1_pair_triple_full,23,49,5-7-11,x5 x x7 x x11,3,False,0.07244310469694513
small_n_pair,l1_pair_triple_full,23,50,11-13,x11 x x13,2,False,0.07144905524629958
small_n_pair,l1_pair_triple_full,23,51,6-9-13,x6 x x9 x x13,3,False,0.06842329521694916
small_n_pair,l1_pair_triple_full,23,52,9-10-14,x9 x x10 x x14,3,False,0.06665908717323382
small_n_pair,l1_pair_triple_full,23,53,0-7-13,x0 x x7 x x13,3,False,0.0620395692715855
small_n_pair,l1_pair_triple_full,23,54,6-8,x6 x x8,2,False,0.0607413243318932
small_n_pair,l1_pair_triple_full,23,55,2-7,x2 x x7,2,False,0.060691850705825945
small_n_pair,l1_pair_triple_full,23,56,10-12-14,x10 x x12 x x14,3,False,0.05833438773134406
small_n_pair,l1_pair_triple_full,23,57,2-6-13,x2 x x6 x x13,3,False,0.05773747758864043
small_n_pair,l1_pair_triple_full,23,58,0-5-13,x0 x x5 x x13,3,False,0.0572690041889364
small_n_pair,l1_pair_triple_full,23,59,7-12,x7 x x12,2,False,0.05708720335745252
small_n_pair,l1_pair_triple_full,23,60,1-5-15,x1 x x5 x x15,3,False,0.056181370320144655
small_n_pair,l1_pair_triple_full,23,61,2-12-14,x2 x x12 x x14,3,False,0.054416834077841314
small_n_pair,l1_pair_triple_full,23,62,4-8-13,x4 x x8 x x13,3,False,0.05316768186564296
small_n_pair,l1_pair_triple_full,23,63,6-10-15,x6 x x10 x x15,3,False,0.05316217919165693
small_n_pair,l1_pair_triple_full,23,64,11-12-15,x11 x x12 x x15,3,False,0.052607603968967
small_n_pair,l1_pair_triple_full,23,65,7-11,x7 x x11,2,False,0.05156050332610018
small_n_pair,l1_pair_triple_full,23,66,4-13,x4 x x13,2,False,0.04987539737745498
small_n_pair,l1_pair_triple_full,23,67,0-10-11,x0 x x10 x x11,3,False,0.0495404545585024
small_n_pair,l1_pair_triple_full,23,68,3-10-15,x3 x x10 x x15,3,False,0.04435796076205228
small_n_pair,l1_pair_triple_full,23,69,2-8-14,x2 x x8 x x14,3,False,0.04103471602007853
small_n_pair,l1_pair_triple_full,23,70,4-7-9,x4 x x7 x x9,3,False,0.04066757971703426
small_n_pair,l1_pair_triple_full,23,71,1-3-15,x1 x x3 x x15,3,False,0.03965588634119138
small_n_pair,l1_pair_triple_full,23,72,2-10-14,x2 x x10 x x14,3,False,0.03940139008579878
small_n_pair,l1_pair_triple_full,23,73,9-10,x9 x x10,2,False,0.036199973979542416
small_n_pair,l1_pair_triple_full,23,74,4-11-12,x4 x x11 x x12,3,False,0.03353158033749827
small_n_pair,l1_pair_triple_full,23,75,4-6-9,x4 x x6 x x9,3,False,0.033042312974381635
small_n_pair,l1_pair_triple_full,23,76,4-9-13,x4 x x9 x x13,3,False,0.031064512863644585
small_n_pair,l1_pair_triple_full,23,77,1-6-15,x1 x x6 x x15,3,False,0.03045695874639948
small_n_pair,l1_pair_triple_full,23,78,4-8-9,x4 x x8 x x9,3,False,0.029804476858129363
small_n_pair,l1_pair_triple_full,23,79,2-11-13,x2 x x11 x x13,3,False,0.028722231745366988
small_n_pair,l1_pair_triple_full,23,80,6-8-13,x6 x x8 x x13,3,False,0.02860499197892025
small_n_pair,l1_pair_triple_full,23,81,6-13-14,x6 x x13 x x14,3,False,0.028025093419089733
small_n_pair,l1_pair_triple_full,23,82,4-8,x4 x x8,2,False,0.02738053463350778
small_n_pair,l1_pair_triple_full,23,83,6-14-15,x6 x x14 x x15,3,False,0.025134527407821707
small_n_pair,l1_pair_triple_full,23,84,6-13-15,x6 x x13 x x15,3,False,0.024230301842068987
small_n_pair,l1_pair_triple_full,23,85,6-10-11,x6 x x10 x x11,3,False,0.02333505829038967
small_n_pair,l1_pair_triple_full,23,86,2-7-13,x2 x x7 x x13,3,False,0.022773821144193674
small_n_pair,l1_pair_triple_full,23,87,10-12,x10 x x12,2,False,0.02160870763610089
small_n_pair,l1_pair_triple_full,23,88,0-2-14,x0 x x2 x x14,3,False,0.02024407558118995
small_n_pair,l1_pair_triple_full,23,89,0-6-9,x0 x x6 x x9,3,False,0.01964909691411115
small_n_pair,l1_pair_triple_full,23,90,3-4-8,x3 x x4 x x8,3,False,0.019520695275060895
small_n_pair,l1_pair_triple_full,23,91,5-14,x5 x x14,2,False,0.017944150838100914
small_n_pair,l1_pair_triple_full,23,92,0-10-12,x0 x x10 x x12,3,False,0.0171422194579522
small_n_pair,l1_pair_triple_full,23,93,4-14-15,x4 x x14 x x15,3,False,0.01610451854488863
small_n_pair,l1_pair_triple_full,23,94,7-13-14,x7 x x13 x x14,3,False,0.014877159483223882
small_n_pair,l1_pair_triple_full,23,95,3-9-15,x3 x x9 x x15,3,False,0.014415001890933166
small_n_pair,l1_pair_triple_full,23,96,5-13,x5 x x13,2,False,0.014318423701295994
small_n_pair,l1_pair_triple_full,23,97,4-7-14,x4 x x7 x x14,3,False,0.014217000793250952
small_n_pair,l1_pair_triple_full,23,98,1-2-14,x1 x x2 x x14,3,False,0.013167529714513078
small_n_pair,l1_pair_triple_full,23,99,2-14,x2 x x14,2,False,0.012742185772143717
small_n_pair,l1_pair_triple_full,23,100,1-11-12,x1 x x11 x x12,3,False,0.01066681568113344
small_n_pair,shil_pair_triple_k8,23,1,0-1,x0 x x1,2,True,
small_n_pair,shil_pair_triple_k8,23,2,2-3,x2 x x3,2,True,
small_n_pair,shil_pair_triple_k8,23,3,4-5,x4 x x5,2,True,
small_n_pair,shil_pair_triple_k8,23,4,6-8,x6 x x8,2,False,
small_n_pair,shil_pair_triple_k8,23,5,0-3-11,x0 x x3 x x11,3,False,
small_n_pair,shil_pair_triple_k8,23,6,1-3-11,x1 x x3 x x11,3,False,
small_n_pair,shil_pair_triple_k8,23,7,3-4-12,x3 x x4 x x12,3,False,
small_n_pair,shil_pair_triple_k8,23,8,2-9-10,x2 x x9 x x10,3,False,
small_n_pair,l1_pair_triple_full,37,1,0-1,x0 x x1,2,True,3.6390634790503156
small_n_pair,l1_pair_triple_full,37,2,2-3,x2 x x3,2,True,3.043063779299129
small_n_pair,l1_pair_triple_full,37,3,4-5,x4 x x5,2,True,2.9973526443625316
small_n_pair,l1_pair_triple_full,37,4,7-14,x7 x x14,2,False,0.2630267180391297
small_n_pair,l1_pair_triple_full,37,5,0-4-13,x0 x x4 x x13,3,False,0.23725024227333327
small_n_pair,l1_pair_triple_full,37,6,1-4,x1 x x4,2,False,0.2369634377431291
small_n_pair,l1_pair_triple_full,37,7,0-7-11,x0 x x7 x x11,3,False,0.22057931546079437
small_n_pair,l1_pair_triple_full,37,8,1-7-14,x1 x x7 x x14,3,False,0.20851819431124113
small_n_pair,l1_pair_triple_full,37,9,0-4-9,x0 x x4 x x9,3,False,0.2068243350778628
small_n_pair,l1_pair_triple_full,37,10,0-7,x0 x x7,2,False,0.199787073223664
small_n_pair,l1_pair_triple_full,37,11,0-10,x0 x x10,2,False,0.19854289689124793
small_n_pair,l1_pair_triple_full,37,12,7-9-10,x7 x x9 x x10,3,False,0.1846498577042802
small_n_pair,l1_pair_triple_full,37,13,4-7-14,x4 x x7 x x14,3,False,0.1714379329742787
small_n_pair,l1_pair_triple_full,37,14,9-10-13,x9 x x10 x x13,3,False,0.1686623833883809
small_n_pair,l1_pair_triple_full,37,15,8-9-12,x8 x x9 x x12,3,False,0.16412198476856119
small_n_pair,l1_pair_triple_full,37,16,6-10-13,x6 x x10 x x13,3,False,0.15573927735749463
small_n_pair,l1_pair_triple_full,37,17,8-10-11,x8 x x10 x x11,3,False,0.1540482041783395
small_n_pair,l1_pair_triple_full,37,18,0-8-15,x0 x x8 x x15,3,False,0.15043422517442231
small_n_pair,l1_pair_triple_full,37,19,10-12-15,x10 x x12 x x15,3,False,0.14289300408894537
small_n_pair,l1_pair_triple_full,37,20,4-7-8,x4 x x7 x x8,3,False,0.13759898771599782
small_n_pair,l1_pair_triple_full,37,21,0-8-11,x0 x x8 x x11,3,False,0.131778472343379
small_n_pair,l1_pair_triple_full,37,22,3-11-13,x3 x x11 x x13,3,False,0.13095699667506394
small_n_pair,l1_pair_triple_full,37,23,9-10-11,x9 x x10 x x11,3,False,0.13072489969724968
small_n_pair,l1_pair_triple_full,37,24,1-11-13,x1 x x11 x x13,3,False,0.1285799827694687
small_n_pair,l1_pair_triple_full,37,25,6-10-11,x6 x x10 x x11,3,False,0.12852330182638178
small_n_pair,l1_pair_triple_full,37,26,0-7-15,x0 x x7 x x15,3,False,0.12244000414416917
small_n_pair,l1_pair_triple_full,37,27,9-12-15,x9 x x12 x x15,3,False,0.1210315023490714
small_n_pair,l1_pair_triple_full,37,28,7-11-15,x7 x x11 x x15,3,False,0.11953631826380896
small_n_pair,l1_pair_triple_full,37,29,5-9-15,x5 x x9 x x15,3,False,0.11591060840670453
small_n_pair,l1_pair_triple_full,37,30,3-6-7,x3 x x6 x x7,3,False,0.11286031067359392
small_n_pair,l1_pair_triple_full,37,31,9-15,x9 x x15,2,False,0.11191935859509543
small_n_pair,l1_pair_triple_full,37,32,7-10-12,x7 x x10 x x12,3,False,0.110377248981702
small_n_pair,l1_pair_triple_full,37,33,5-12-14,x5 x x12 x x14,3,False,0.10915345293938636
small_n_pair,l1_pair_triple_full,37,34,4-10,x4 x x10,2,False,0.10826054529946535
small_n_pair,l1_pair_triple_full,37,35,8-12-14,x8 x x12 x x14,3,False,0.1079710735921554
small_n_pair,l1_pair_triple_full,37,36,7-12-13,x7 x x12 x x13,3,False,0.10614353551610042
small_n_pair,l1_pair_triple_full,37,37,0-6-8,x0 x x6 x x8,3,False,0.10278308527602044
small_n_pair,l1_pair_triple_full,37,38,10-11-15,x10 x x11 x x15,3,False,0.10257923571494808
small_n_pair,l1_pair_triple_full,37,39,7-8-9,x7 x x8 x x9,3,False,0.09889753074449655
small_n_pair,l1_pair_triple_full,37,40,4-7,x4 x x7,2,False,0.09510737236878113
small_n_pair,l1_pair_triple_full,37,41,0-4-12,x0 x x4 x x12,3,False,0.09236595414857898
small_n_pair,l1_pair_triple_full,37,42,10-11,x10 x x11,2,False,0.09213919417090732
small_n_pair,l1_pair_triple_full,37,43,5-6-12,x5 x x6 x x12,3,False,0.08833518283012652
small_n_pair,l1_pair_triple_full,37,44,2-8-9,x2 x x8 x x9,3,False,0.08702995268152532
small_n_pair,l1_pair_triple_full,37,45,2-10,x2 x x10,2,False,0.08515380702912863
small_n_pair,l1_pair_triple_full,37,46,2-6-7,x2 x x6 x x7,3,False,0.08481290162115034
small_n_pair,l1_pair_triple_full,37,47,3-4-6,x3 x x4 x x6,3,False,0.08456281113870338
small_n_pair,l1_pair_triple_full,37,48,1-8-15,x1 x x8 x x15,3,False,0.0840173948516456
small_n_pair,l1_pair_triple_full,37,49,6-10-15,x6 x x10 x x15,3,False,0.08287157642790494
small_n_pair,l1_pair_triple_full,37,50,0-9-11,x0 x x9 x x11,3,False,0.0818009121296028
small_n_pair,l1_pair_triple_full,37,51,6-13-15,x6 x x13 x x15,3,False,0.08137970594733865
small_n_pair,l1_pair_triple_full,37,52,6-8-9,x6 x x8 x x9,3,False,0.08057662677925398
small_n_pair,l1_pair_triple_full,37,53,6-7-12,x6 x x7 x x12,3,False,0.07846635463664403
small_n_pair,l1_pair_triple_full,37,54,6-9-15,x6 x x9 x x15,3,False,0.07737782240923587
small_n_pair,l1_pair_triple_full,37,55,3-12-15,x3 x x12 x x15,3,False,0.07593038383943136
small_n_pair,l1_pair_triple_full,37,56,5-7-13,x5 x x7 x x13,3,False,0.07451364195097383
small_n_pair,l1_pair_triple_full,37,57,3-14,x3 x x14,2,False,0.07446523570933791
small_n_pair,l1_pair_triple_full,37,58,10-13-15,x10 x x13 x x15,3,False,0.07281021337813398
small_n_pair,l1_pair_triple_full,37,59,2-9-12,x2 x x9 x x12,3,False,0.07014544124385376
small_n_pair,l1_pair_triple_full,37,60,2-4-12,x2 x x4 x x12,3,False,0.0690982230639702
small_n_pair,l1_pair_triple_full,37,61,3-9-14,x3 x x9 x x14,3,False,0.06743105354844434
small_n_pair,l1_pair_triple_full,37,62,3-13-14,x3 x x13 x x14,3,False,0.06510706051886414
small_n_pair,l1_pair_triple_full,37,63,3-6-8,x3 x x6 x x8,3,False,0.06464815703739808
small_n_pair,l1_pair_triple_full,37,64,0-5-10,x0 x x5 x x10,3,False,0.06311472974153201
small_n_pair,l1_pair_triple_full,37,65,1-6-10,x1 x x6 x x10,3,False,0.06244749378725447
small_n_pair,l1_pair_triple_full,37,66,4-11-12,x4 x x11 x x12,3,False,0.06079899090313578
small_n_pair,l1_pair_triple_full,37,67,9-13-15,x9 x x13 x x15,3,False,0.06069627743357335
small_n_pair,l1_pair_triple_full,37,68,3-10,x3 x x10,2,False,0.06065645568381822
small_n_pair,l1_pair_triple_full,37,69,1-2-4,x1 x x2 x x4,3,False,0.0603348826915499
small_n_pair,l1_pair_triple_full,37,70,1-4-7,x1 x x4 x x7,3,False,0.05661135938296154
small_n_pair,l1_pair_triple_full,37,71,2-3-4,x2 x x3 x x4,3,False,0.05644241872785109
small_n_pair,l1_pair_triple_full,37,72,1-10-15,x1 x x10 x x15,3,False,0.05502493475871488
small_n_pair,l1_pair_triple_full,37,73,1-7-12,x1 x x7 x x12,3,False,0.054612296266127604
small_n_pair,l1_pair_triple_full,37,74,9-12-14,x9 x x12 x x14,3,False,0.05263328557114185
small_n_pair,l1_pair_triple_full,37,75,4-12-13,x4 x x12 x x13,3,False,0.05174108610036134
small_n_pair,l1_pair_triple_full,37,76,3-5,x3 x x5,2,False,0.05164960019325315
small_n_pair,l1_pair_triple_full,37,77,0-12-15,x0 x x12 x x15,3,False,0.05081686683086497
small_n_pair,l1_pair_triple_full,37,78,3-5-9,x3 x x5 x x9,3,False,0.050690601787374945
small_n_pair,l1_pair_triple_full,37,79,6-11-13,x6 x x11 x x13,3,False,0.05053384072333585
small_n_pair,l1_pair_triple_full,37,80,6-7,x6 x x7,2,False,0.049695024412896575
small_n_pair,l1_pair_triple_full,37,81,1-9,x1 x x9,2,False,0.04787449885963321
small_n_pair,l1_pair_triple_full,37,82,2-7-13,x2 x x7 x x13,3,False,0.04776213053239571
small_n_pair,l1_pair_triple_full,37,83,8-10-13,x8 x x10 x x13,3,False,0.046105163919512665
small_n_pair,l1_pair_triple_full,37,84,8-13-14,x8 x x13 x x14,3,False,0.04524595115908266
small_n_pair,l1_pair_triple_full,37,85,8-10,x8 x x10,2,False,0.04485531958168575
small_n_pair,l1_pair_triple_full,37,86,5-8-12,x5 x x8 x x12,3,False,0.04477283298406252
small_n_pair,l1_pair_triple_full,37,87,3-4,x3 x x4,2,False,0.044263434849681156
small_n_pair,l1_pair_triple_full,37,88,2-7-14,x2 x x7 x x14,3,False,0.04384125908851435
small_n_pair,l1_pair_triple_full,37,89,2-6-15,x2 x x6 x x15,3,False,0.043096271124608426
small_n_pair,l1_pair_triple_full,37,90,4-13-14,x4 x x13 x x14,3,False,0.04255089772172923
small_n_pair,l1_pair_triple_full,37,91,2-5-9,x2 x x5 x x9,3,False,0.03954880288364258
small_n_pair,l1_pair_triple_full,37,92,5-6-13,x5 x x6 x x13,3,False,0.03860252438605233
small_n_pair,l1_pair_triple_full,37,93,5-11,x5 x x11,2,False,0.03857829535391899
small_n_pair,l1_pair_triple_full,37,94,1-6-8,x1 x x6 x x8,3,False,0.03825342316573437
small_n_pair,l1_pair_triple_full,37,95,6-13-14,x6 x x13 x x14,3,False,0.038157899864868734
small_n_pair,l1_pair_triple_full,37,96,12-15,x12 x x15,2,False,0.0371155783484587
small_n_pair,l1_pair_triple_full,37,97,7-8-11,x7 x x8 x x11,3,False,0.03627349995507752
small_n_pair,l1_pair_triple_full,37,98,6-8,x6 x x8,2,False,0.03542196906483199
small_n_pair,l1_pair_triple_full,37,99,0-5-11,x0 x x5 x x11,3,False,0.03536818681285338
small_n_pair,l1_pair_triple_full,37,100,2-9-10,x2 x x9 x x10,3,False,0.032866534809132035
small_n_pair,shil_pair_triple_k8,37,1,0-1,x0 x x1,2,True,
small_n_pair,shil_pair_triple_k8,37,2,4-5,x4 x x5,2,True,
small_n_pair,shil_pair_triple_k8,37,3,2-3,x2 x x3,2,True,
small_n_pair,shil_pair_triple_k8,37,4,1-8-15,x1 x x8 x x15,3,False,
small_n_pair,shil_pair_triple_k8,37,5,8-15,x8 x x15,2,False,
small_n_pair,shil_pair_triple_k8,37,6,6-11,x6 x x11,2,False,
small_n_pair,shil_pair_triple_k8,37,7,8-13-15,x8 x x13 x x15,3,False,
small_n_pair,shil_pair_triple_k8,37,8,1-4,x1 x x4,2,False,
imbalanced_pair,l1_pair_triple_full,11,1,0-1,x0 x x1,2,True,2.3846221806646652
imbalanced_pair,l1_pair_triple_full,11,2,2-3,x2 x x3,2,True,2.2466539053073316
imbalanced_pair,l1_pair_triple_full,11,3,4-5,x4 x x5,2,True,1.898224855316236
imbalanced_pair,l1_pair_triple_full,11,4,5-7-10,x5 x x7 x x10,3,False,0.07294813734312151
imbalanced_pair,l1_pair_triple_full,11,5,3-9-11,x3 x x9 x x11,3,False,0.071912120140859
imbalanced_pair,l1_pair_triple_full,11,6,0-2,x0 x x2,2,False,0.056978438960390704
imbalanced_pair,l1_pair_triple_full,11,7,1-7-15,x1 x x7 x x15,3,False,0.04149001197429447
imbalanced_pair,l1_pair_triple_full,11,8,0-6-11,x0 x x6 x x11,3,False,0.03333908272772597
imbalanced_pair,l1_pair_triple_full,11,9,3-11-13,x3 x x11 x x13,3,False,0.022598647263435877
imbalanced_pair,l1_pair_triple_full,11,10,4-8-11,x4 x x8 x x11,3,False,0.02072048387165349
imbalanced_pair,l1_pair_triple_full,11,11,3-9,x3 x x9,2,False,0.019116864909654606
imbalanced_pair,l1_pair_triple_full,11,12,4-8,x4 x x8,2,False,0.018340947818856305
imbalanced_pair,l1_pair_triple_full,11,13,7-9-11,x7 x x9 x x11,3,False,0.012537374544811906
imbalanced_pair,l1_pair_triple_full,11,14,7-9,x7 x x9,2,False,0.010262850041232624
imbalanced_pair,l1_pair_triple_full,11,15,8-11-13,x8 x x11 x x13,3,False,0.00842988317351651
imbalanced_pair,shil_pair_triple_k8,11,1,0-1,x0 x x1,2,True,
imbalanced_pair,shil_pair_triple_k8,11,2,2-3,x2 x x3,2,True,
imbalanced_pair,shil_pair_triple_k8,11,3,4-5,x4 x x5,2,True,
imbalanced_pair,shil_pair_triple_k8,11,4,2-8-12,x2 x x8 x x12,3,False,
imbalanced_pair,shil_pair_triple_k8,11,5,1-7-15,x1 x x7 x x15,3,False,
imbalanced_pair,shil_pair_triple_k8,11,6,0-2-12,x0 x x2 x x12,3,False,
imbalanced_pair,shil_pair_triple_k8,11,7,5-11-13,x5 x x11 x x13,3,False,
imbalanced_pair,shil_pair_triple_k8,11,8,0-9,x0 x x9,2,False,
imbalanced_pair,l1_pair_triple_full,23,1,0-1,x0 x x1,2,True,2.446477992309543
imbalanced_pair,l1_pair_triple_full,23,2,2-3,x2 x x3,2,True,2.230589961822081
imbalanced_pair,l1_pair_triple_full,23,3,4-5,x4 x x5,2,True,1.7272832893649583
imbalanced_pair,l1_pair_triple_full,23,4,5-7-15,x5 x x7 x x15,3,False,0.07606312336533598
imbalanced_pair,l1_pair_triple_full,23,5,4-11,x4 x x11,2,False,0.06864102295495679
imbalanced_pair,l1_pair_triple_full,23,6,4-7-14,x4 x x7 x x14,3,False,0.054995730971340646
imbalanced_pair,l1_pair_triple_full,23,7,13-15,x13 x x15,2,False,0.052854235956377164
imbalanced_pair,l1_pair_triple_full,23,8,3-10-12,x3 x x10 x x12,3,False,0.03267655819390182
imbalanced_pair,l1_pair_triple_full,23,9,8-9-13,x8 x x9 x x13,3,False,0.027721015747364998
imbalanced_pair,l1_pair_triple_full,23,10,4-8-13,x4 x x8 x x13,3,False,0.020763902082695067
imbalanced_pair,l1_pair_triple_full,23,11,3-5-15,x3 x x5 x x15,3,False,0.020545917257135126
imbalanced_pair,l1_pair_triple_full,23,12,7-8,x7 x x8,2,False,0.01360346035166853
imbalanced_pair,l1_pair_triple_full,23,13,0-6-15,x0 x x6 x x15,3,False,0.013226620715086464
imbalanced_pair,l1_pair_triple_full,23,14,5-10-14,x5 x x10 x x14,3,False,0.0116394942889657
imbalanced_pair,l1_pair_triple_full,23,15,3-5-9,x3 x x5 x x9,3,False,0.010290982771344168
imbalanced_pair,l1_pair_triple_full,23,16,6-11-14,x6 x x11 x x14,3,False,0.005119083661066078
imbalanced_pair,l1_pair_triple_full,23,17,4-10-14,x4 x x10 x x14,3,False,0.005106181918374138
