comparison,dataset,n,accuracy_diff_mean,accuracy_diff_sd,accuracy_diff_ci95_low,accuracy_diff_ci95_high,roc_auc_ovr_diff_mean,roc_auc_ovr_diff_sd,roc_auc_ovr_diff_ci95_low,roc_auc_ovr_diff_ci95_high,selected_edges_diff_mean,selected_edges_diff_sd,selected_edges_diff_ci95_low,selected_edges_diff_ci95_high,support_precision_diff_mean,support_precision_diff_sd,support_precision_diff_ci95_low,support_precision_diff_ci95_high
l1_pair_triple_minus_shil_pair_triple,synthetic_mixed,10,0.0010714285714285565,0.009381375383259742,-0.005639136849257373,0.007781993992114486,0.000852040816326527,0.0018328706362722674,-0.00045902475880298663,0.0021631063914560405,20.3,4.1379007023153935,17.34012980690031,23.25987019309969,-0.3558355272178802,0.021566811939394553,-0.3712624232243216,-0.3404086312114388
l1_pair_triple_minus_shil_pair_triple,synthetic_pair,10,0.003035714285714286,0.00421317580218719,2.1999271188971863e-05,0.006049429300239601,0.0013367346938775281,0.0009256373244832273,0.0006746196448563193,0.001998849742898737,20.3,2.7100635498903793,18.36147201206689,22.23852798793311,-0.26816542317563064,0.009647440124799083,-0.27506630662339643,-0.26126453972786484
l1_pair_triple_minus_shil_pair_triple,synthetic_triple,10,0.0007142857142857006,0.007860749532961519,-0.004908565076941842,0.0063371365055132425,6.632653061221516e-05,0.002513742655023475,-0.0017317717063909004,0.0018644247676153308,35.4,4.376706016578627,32.26931064460237,38.53068935539763,-0.3052540169512372,0.006891775793401253,-0.3101837538434251,-0.3003242800590493
scale_l1_pair_triple_minus_shil_pair_triple,wide_mixed_d24,5,-0.0004999999999999672,0.003010398644698049,-0.004237304376151282,0.0032373043761513474,-0.0008912500000000323,0.0016092906531295149,-0.002889127925912932,0.0011066279259128674,126.8,16.946976131451887,105.76092327501038,147.8390767249896,-0.4699057472741684,0.004201775918853056,-0.4751221047678158,-0.464689389780521
scale_l1_pair_triple_minus_shil_pair_triple,wide_mixed_d32,5,-0.003750000000000009,0.008705242673240049,-0.014557253582663797,0.0070572535826637795,-0.001464999999999983,0.004055100472707211,-0.0064992650695359895,0.003569265069536024,227.0,12.12435565298214,211.9480375232995,242.0519624767005,-0.482942543731396,0.0008776455506272216,-0.48403210991321904,-0.48185297754957296
scale_l1_pair_triple_minus_shil_pair_triple,wide_mixed_d40,5,-0.002749999999999986,0.010246950765959622,-0.015471230129197426,0.009971230129197452,-0.0029687500000000087,0.0034860239932119927,-0.007296526571433602,0.0013590265714335846,298.4,14.959946523968593,279.8277508696442,316.97224913035575,-0.4869202384978243,0.0006385088224619527,-0.4877129248154989,-0.4861275521801497
scale_l1_pair_triple_minus_shil_pair_triple,wide_pair_d24,5,0.0022500000000000185,0.011298506538476654,-0.011776699754396932,0.01627669975439697,-3.874999999999851e-05,0.0026644007299954004,-0.0033465100953515388,0.003269010095351542,118.2,12.00833044182246,103.29207875523888,133.10792124476112,-0.3510714564666764,0.002061837191739488,-0.35363115505449333,-0.3485117578788595
scale_l1_pair_triple_minus_shil_pair_triple,wide_pair_d32,5,-0.010000000000000009,0.011180339887498943,-0.023880000000000002,0.003879999999999984,-0.005407499999999965,0.006305130909128689,-0.013235098972778907,0.0024200989727789753,251.6,129.24511596188074,91.14671972390218,412.0532802760978,-0.361835584827013,0.0040847776260426365,-0.3669066930419668,-0.3567644766120592
scale_l1_pair_triple_minus_shil_pair_triple,wide_pair_d40,5,-0.0034999999999999697,0.008023403267940635,-0.013460773865518687,0.0064607738655187465,-0.0026962499999999777,0.002384612946842777,-0.0056566633716172415,0.00026416337161728554,272.6,24.316660954991335,242.41171793957133,302.7882820604287,-0.3642415846407886,0.0009683233953859698,-0.36544372418781484,-0.36303944509376235
