dataset,model,n,accuracy_mean,accuracy_sd,accuracy_ci95_low,accuracy_ci95_high,roc_auc_ovr_mean,roc_auc_ovr_sd,roc_auc_ovr_ci95_low,roc_auc_ovr_ci95_high,selected_edges_mean,selected_edges_sd,selected_edges_ci95_low,selected_edges_ci95_high,support_precision_mean,support_precision_sd,support_precision_ci95_low,support_precision_ci95_high,support_recall_mean,support_recall_sd,support_recall_ci95_low,support_recall_ci95_high
correlated_pair,l1_pair_triple_full,3,0.8994047619047619,0.012155105867060815,0.885649964761785,0.9131595590477388,0.9698299319727891,0.007554470535805734,0.9612812438018213,0.9783786201437569,21.0,6.082762530298219,14.116706214802878,27.88329378519712,0.1530952380952381,0.05305144467696355,0.09306187699955693,0.21312859919091925,1.0,0.0,1.0,1.0
correlated_pair,shil_pair_triple_k8,3,0.9011904761904762,0.0027277236279498952,0.8981037663275675,0.9042771860533849,0.9701318027210885,0.0027364178112768375,0.9670352544635747,0.9732283509786022,8.0,0.0,8.0,8.0,0.375,0.0,0.375,0.375,1.0,0.0,1.0,1.0
imbalanced_pair,l1_pair_triple_full,3,0.9160714285714285,0.004724555912615324,0.9107250902606467,0.9214177668822103,0.974403749595076,0.0009492933741046877,0.9733295230163207,0.9754779761738314,81.66666666666667,112.02380699357316,-45.10020457517018,208.43353790850352,0.12403758210692607,0.09740876344348084,0.013809189547702466,0.23426597466614968,1.0,0.0,1.0,1.0
imbalanced_pair,shil_pair_triple_k8,3,0.919047619047619,0.005154913117764562,0.9132142857142856,0.9248809523809524,0.9741506721736313,0.006991145472756475,0.9662394463211773,0.9820618980260852,8.0,0.0,8.0,8.0,0.375,0.0,0.375,0.375,1.0,0.0,1.0,1.0
low_snr_pair,l1_pair_triple_full,3,0.8529761904761904,0.0054554472558997905,0.8468027707503731,0.8591496102020078,0.9383758503401362,0.001304537895388826,0.9368996267421974,0.9398520739380749,42.666666666666664,8.736894948054106,32.77993931239125,52.55339402094208,0.07252525252525253,0.01626607655224296,0.054118454120103326,0.09093205093040174,1.0,0.0,1.0,1.0
low_snr_pair,shil_pair_triple_k8,3,0.8541666666666666,0.0054554472558997905,0.8479932469408493,0.8603400863924839,0.9383545918367346,0.0030399719328232863,0.9349145397537956,0.9417946439196737,8.0,0.0,8.0,8.0,0.375,0.0,0.375,0.375,1.0,0.0,1.0,1.0
small_n_pair,l1_pair_triple_full,3,0.8694444444444445,0.009622504486493794,0.8585555555555555,0.8803333333333334,0.9531018518518518,0.009542569637580097,0.9423034177597773,0.9639002859439263,128.33333333333334,10.503967504392486,116.44697513954198,140.2196915271247,0.02348132087550299,0.0019208724191170346,0.021307649107320942,0.025654992643685037,1.0,0.0,1.0,1.0
small_n_pair,shil_pair_triple_k8,3,0.876388888888889,0.030142408908626,0.8422795422099477,0.9104982355678303,0.9612731481481482,0.011131130691589797,0.9486770879978467,0.9738692082984498,8.0,0.0,8.0,8.0,0.375,0.0,0.375,0.375,1.0,0.0,1.0,1.0
