dataset,scenario,data_seed,split_seed,model,feature_count,candidate_edges,selected_edges,refit_seconds,predict_seconds,peak_rss_bytes,accuracy,macro_f1,log_loss,roc_auc_ovr,support_precision,support_recall,support_f1,false_inclusions,false_discovery_proportion,equivalence_precision,equivalence_recall,chosen_q,chosen_pi,tuning_support_size,final_support_size,validation_log_loss,validation_log_loss_se,one_se_ceiling,selection_seconds,base_fit_count,selected_c,warning_count,execution_order,fit_unit
dry_bean_uci,dry_bean_uci,53,53,SC-L1-fixed-C,16,680,2,0.21102393901674077,0.0009616080205887556,367575040,0.9291222915901579,0.9389481002376613,0.19574514228118634,0.9956304632412617,,,,,,,,4,0.9,1,2,0.19969891646883337,0.010949377131605114,0.20221232769059364,5029.87713414093,80,1.0,0,2,logistic_fit
dry_bean_uci,dry_bean_uci,53,53,SC-SHIL-contemporary,16,680,11,0.22614866797812283,0.0014433730393648148,300924928,0.9291222915901579,0.9385025938386199,0.19263503475303356,0.9957067448775655,,,,,,,,16,0.8,9,11,0.19544062594314424,0.010905599975057571,0.20298562281597818,358.93379763903795,80,,0,1,screening_optimization
